방송일시,노출(분),상품명,상품군,판매단가,취급액,요일,휴일,공휴일,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
2019-02-05 10:20,20,임페리얼 여성 울 블렌딩 니트 3종,6,0,11707000,Tuesday,No,Yes,1,2,-4.1,11,2.9,0,83,104.69,10:20:00,62,36,1,0,1
2019-05-06 21:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,4,62708000,Monday,No,Yes,2,1,8.3,20.3,14,0.1,37,105.05,21:40:00,130,1,1,0,0
2019-04-03 21:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 Q,0,2,1399000,Wednesday,No,No,2,2,-0.4,14.5,7.4,0,29,104.87,21:00:00,126,3,0,0,2
2019-04-12 0:40,20,K-SWISS 여성에어핏트랙수트,6,0,14869000,Friday,No,No,1,2,4.1,17.7,10.7,0.1,31,104.87,0:40:00,4,0,0,0,4
2019-01-02 23:20,20,크로커다일 풀커버 레이스 브라팬티 4세트,5,0,46224000,Wednesday,No,No,2,2,-7,3.2,-2.5,0,24,104.24,23:20:00,140,65,0,0,2
2019-09-23 1:20,20,푸마 웜셀(WARM CELL) 데일리 홈웨어 6종 (여성용),5,0,2473000,Monday,No,No,2,2,14.4,22.5,18.1,0.4,15,105.2,1:20:00,8,0,0,0,0
2019-02-17 11:40,20,영산포숙성 홍어8팩+무침3통,3,0,52292000,Sunday,Yes,No,2,2,-5.7,6.3,-0.2,0,32,104.69,11:40:00,70,0,0,1,6
2019-08-12 20:40,20,일시불 LG 통돌이 세탁기,1,2,45446000,Monday,No,No,2,1,25.3,31,27.7,15.5,21,104.81,20:40:00,124,10,0,0,0
2019-10-03 13:40,20,코치 플라이트백,8,1,9409000,Thursday,No,Yes,2,2,18.7,26.3,22,28.9,20,105.46,13:40:00,82,0,1,0,3
2019-08-17 8:40,20,노송가구 제이드 비취 꽃상감 교자상(900),4,0,42447000,Saturday,Yes,No,2,2,22,31,26.2,2.1,28,104.81,8:40:00,52,0,0,1,5
2019-09-01 17:00,20,무이자 쿠쿠전기밥솥 6인용(QS),9,1,5645000,Sunday,Yes,No,2,0,18,26.8,22.1,0.8,19,105.2,17:00:00,102,59,0,1,6
2019-12-08 13:40,10,고칼슘검은콩두유48팩+호두아몬드 두유48팩,3,0,38484000,Sunday,Yes,No,2,2,-3.3,8,1.4,0,37,105.12,13:40:00,82,57,0,1,6
2019-01-26 6:00,20,더블유베일 캐시라이크 니트 4종,6,0,12243000,Saturday,Yes,No,2,2,-6.2,3.7,-1.8,0,34,104.24,6:00:00,36,36,0,1,5
2019-01-23 11:40,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,1,7082000,Wednesday,No,No,2,1,-2.2,9.6,3.1,0,58,104.24,11:40:00,70,59,0,0,2
2019-10-29 0:20,20,[풀패키지]레스트업 수액패치(84매),4,0,15878000,Tuesday,No,No,2,2,8,18.8,13.2,0.7,65,105.46,0:20:00,2,0,0,0,1
2019-02-04 20:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,25735000,Monday,No,Yes,2,2,-1.5,6.8,2.5,0,68,104.69,20:40:00,124,5,1,0,0
2019-10-28 7:00,20,컬럼비아 남성 옴니히트 업 베이스레이어 4종,5,0,8594000,Monday,No,No,2,2,4.5,18.5,11.5,0.3,33,105.46,7:00:00,42,0,0,0,0
2019-02-23 22:20,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,14624000,Saturday,Yes,No,2,1,-1.3,13.2,5,0,48,104.69,22:20:00,134,1,0,1,5
2019-12-06 22:40,20,일시불 LG전자 매직스페이스 냉장고,1,4,40036000,Friday,No,No,2,1,-7.7,2.3,-3.2,0,26,105.12,22:40:00,136,9,0,0,4
2019-07-28 6:00,20,보몽드 샐비어 시어서커 리플 침구세트 SS,10,0,1703000,Sunday,Yes,No,2,2,25,29.9,26.9,10.9,17,104.56,6:00:00,36,11,0,1,6
2019-02-04 21:00,20,일시불 LG 노트북 그램 15인치 15Z980-L.AR1DK,1,4,3813000,Monday,No,Yes,2,1,-1.5,6.8,2.5,0,68,104.69,21:00:00,126,13,1,0,0
2019-05-05 8:40,20,헤비추얼 여성 썸머 쿨라이프 데님 3종,6,0,66373000,Sunday,Yes,No,1,2,10.9,27.3,18.9,0,49,105.05,8:40:00,52,0,0,1,6
2019-10-20 14:00,20,메디아글램 카이만엠보 소가죽 체인숄더백 (+클러치백+폼폼이),8,0,6039000,Sunday,Yes,No,2,2,10.4,22.6,15.1,0,27,105.46,14:00:00,84,29,0,1,6
2019-01-30 13:00,20,무이자 쿠쿠전기밥솥 6인용,9,1,1530000,Wednesday,No,No,2,0,-3.1,10.1,3.5,0,48,104.24,13:00:00,78,59,0,0,2
2019-07-21 12:00,20,보몽드 엘사 자수 쿨 시어서커 침구세트 SK(슈퍼킹),10,0,5387000,Sunday,Yes,No,2,2,22.6,27.8,24.8,20,19,104.56,12:00:00,72,11,0,1,6
2019-01-16 18:40,20,영산포숙성 홍어8팩+무침3통,3,0,61480000,Wednesday,No,No,2,2,-7.9,1.7,-3.2,0,36,104.24,18:40:00,112,0,0,0,2
2019-03-03 8:20,20,푸마 드라이셀 치마레깅스 3종,5,0,24695000,Sunday,Yes,No,2,2,2.4,14.8,8.7,0,70,104.49,8:20:00,50,70,0,1,6
2019-05-21 22:40,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,35676000,Tuesday,No,No,2,0,9,24.2,17,0,38,105.05,22:40:00,136,1,0,0,1
2019-05-25 16:45,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,3,30596000,Saturday,Yes,No,2,0,16.9,30.1,23.3,0,48,105.05,16:45:00,100,22,0,1,5
2019-11-14 18:20,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,5227000,Thursday,No,No,2,0,-0.7,8.6,3.7,0,24,104.87,18:20:00,110,4,0,0,3
2019-10-30 21:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,2,7034000,Wednesday,No,No,2,2,5.7,18.3,11.3,0,36,105.46,21:00:00,126,18,0,0,2
2019-07-15 19:00,20,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),7,0,20329000,Monday,No,No,2,2,20.6,27.1,23.2,8.8,27,104.56,19:00:00,114,87,0,0,0
2019-12-17 23:00,20,(싱글+싱글)일월 품안애 온수매트,4,1,16290000,Tuesday,No,No,2,2,3.9,12.5,8.3,2.2,25,105.12,23:00:00,138,15,0,0,1
2019-09-23 21:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,2,12229000,Monday,No,No,2,2,14.4,22.5,18.1,0.4,15,105.2,21:00:00,126,18,0,0,0
2019-04-07 8:20,20,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,6,0,71993000,Sunday,Yes,No,0,2,7.4,18.4,12.5,2.8,43,104.87,8:20:00,50,42,0,1,6
2019-11-01 22:00,20,무이자 LG 울트라HD TV 75UM7900BNA,1,6,7574000,Friday,No,No,2,0,9,21.8,14.3,0,71,104.87,22:00:00,132,1,0,0,4
2019-12-16 6:40,20,구스터 티포트 1+1 세트,9,0,6649000,Monday,No,No,2,2,1,14.1,7.1,0,28,105.12,6:40:00,40,0,0,0,0
2019-12-14 9:00,20,일시불 쿠쿠전기밥솥 10인용 (QS),9,1,35956000,Saturday,Yes,No,2,1,-0.1,9,4,0.4,29,105.12,9:00:00,54,59,0,1,5
2019-02-14 10:40,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,2,16962000,Thursday,No,No,2,0,-3.7,6.5,0.6,0.1,33,104.69,10:40:00,64,12,0,0,3
2019-02-28 6:00,20,까사마루행거 2단,4,0,8153000,Thursday,No,No,2,2,1.4,13.4,6.8,0.1,75,104.69,6:00:00,36,0,0,0,3
2019-07-28 10:40,20,이동수골프 남성 썸머 밴딩팬츠 3종,6,0,33868000,Sunday,Yes,No,0,2,25,29.9,26.9,10.9,17,104.56,10:40:00,64,86,0,1,6
2019-05-11 20:00,20,일시불 에지리 스텐큐브 프라이팬,9,1,31387000,Saturday,Yes,No,2,1,10.2,27.3,18.5,0,40,105.05,20:00:00,120,41,0,1,5
2019-09-08 8:00,20,칼리베이직 2019 패브릭 백 4종 (시즌 3),8,0,26910000,Sunday,Yes,No,2,2,21.8,28.5,24.6,0.8,24,105.2,8:00:00,48,0,0,1,6
2019-04-02 9:40,20,더블유베일 소프트 마카롱 니트 5종,6,0,33796000,Tuesday,No,No,2,2,-0.4,13.4,6.7,0,25,104.87,9:40:00,58,36,0,0,1
2019-11-07 16:40,20,하림뼈없는양념닭발세트,3,0,29075000,Thursday,No,No,2,2,5.7,16.9,10.8,0,34,104.87,16:40:00,100,0,0,0,3
2019-09-16 19:00,20,리복 델타 피트니스 트렁크 8종,5,0,1824000,Monday,No,No,2,2,18.1,28.2,22.4,0.2,17,105.2,19:00:00,114,19,0,0,0
2019-04-14 21:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,22946000,Sunday,Yes,No,2,2,6.3,14.7,10.2,0.8,31,104.87,21:40:00,130,5,0,1,6
2019-08-01 10:00,30,[루이띠에] 18K 베르니아 목걸이 팔찌 세트,8,5,13450000,Thursday,No,No,2,2,24.6,33.1,28.4,3.4,15,104.81,10:00:00,60,43,0,0,3
2019-09-14 20:40,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,3,17244000,Saturday,Yes,Yes,2,2,17.4,27.5,22.3,0.1,15,105.2,20:40:00,124,8,1,1,5
2019-10-06 23:00,20,엘렌실라 에스까르고에센스 커버쿠션,7,0,29873000,Sunday,Yes,No,2,2,13.4,21.8,17.3,0,16,105.46,23:00:00,138,0,0,1,6
2019-12-11 13:40,20,구스터 티포트 1+1 세트,9,0,18280000,Wednesday,No,No,2,2,1.8,13.3,6.9,0.2,45,105.12,13:40:00,82,0,0,0,2
2019-04-15 21:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,26715000,Monday,No,No,2,2,2.3,19.6,11.1,0,46,104.87,21:40:00,130,5,0,0,0
2019-09-18 10:40,20,임성근의 녹용도가니탕 풀세트,3,0,55019000,Wednesday,No,No,2,2,15.4,27.9,21,0,24,105.2,10:40:00,64,47,0,0,2
2019-11-08 1:40,20,초특가 자미코코 텐셀 3단 접이식  매트 더블 + 경추베개,4,0,6784000,Friday,No,No,2,2,2.3,15.3,7.8,0,33,104.87,1:40:00,10,0,0,0,4
2019-08-12 22:20,20,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,2,3247000,Monday,No,No,2,2,25.3,31,27.7,15.5,21,104.81,22:20:00,134,3,0,0,0
2019-05-10 21:20,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,3,3138000,Friday,No,No,2,2,8.7,26.7,17.6,0,38,105.05,21:20:00,128,8,0,0,4
2019-12-27 20:40,20,피시원 국내산 햇 손질문어 7팩,3,0,59650000,Friday,No,No,2,2,-3.2,5.1,0.6,0,24,105.12,20:40:00,124,48,0,0,4
2019-06-22 19:10,10,초특가)에버라스트 드로즈 10+4종,5,0,29100000,Saturday,Yes,No,2,2,17.4,27.1,21.7,1,19,104.88,19:10:00,115,6,0,1,5
2019-06-20 20:30,30,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ19V9KWA1,1,5,5215000,Thursday,No,No,2,0,18.2,29.2,23.4,0,26,104.88,20:30:00,123,7,0,0,3
2019-12-23 19:40,20,푸마 스트레치 심리스 드로즈 11종,5,0,55408000,Monday,No,No,2,2,-1,8.7,3.8,0.7,35,105.12,19:40:00,118,6,0,0,0
2019-10-07 21:40,20,일시불  쿠쿠전기밥솥 6인용(QS),9,1,15209000,Monday,No,No,2,1,13.8,17.7,15.5,8.6,15,105.46,21:40:00,130,59,0,0,0
2019-03-06 16:20,20,칼리베이직 여성백 3종세트,8,0,36392000,Wednesday,No,No,2,2,4.7,14.3,8.8,1,95,104.49,16:20:00,98,0,0,0,2
2019-05-07 0:40,20,[DIOR] 선글라스 (SIDERAL),8,1,33200000,Tuesday,No,No,2,2,5.2,21.8,13.9,0,37,105.05,0:40:00,4,27,0,0,1
2019-09-04 21:40,20,현대어찬 손질갈치,3,0,95351000,Wednesday,No,No,2,2,21.4,26.2,23.4,11.9,13,105.2,21:40:00,130,83,0,0,2
2019-01-09 16:40,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,0,65174000,Wednesday,No,No,2,2,-8,2.9,-2.9,0,34,104.24,16:40:00,100,0,0,0,2
2019-05-22 8:40,20,무이자 메디컬드림 롤링마사지기 (KMD-970),4,0,14267000,Wednesday,No,No,2,0,10.3,27.3,19.2,0,44,105.05,8:40:00,52,0,0,0,2
2019-08-27 12:00,20,일시불 올리고 가스와이드그릴  프리미엄형,9,0,14711000,Tuesday,No,No,2,1,20.5,25.4,22.7,16.7,20,104.81,12:00:00,72,40,0,0,1
2019-04-05 13:00,20,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),1,5,4310000,Friday,No,No,2,1,5.2,19,11.7,0,74,104.87,13:00:00,78,7,0,0,4
2019-07-23 19:00,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,3,4764000,Tuesday,No,No,2,2,24.2,32.8,27.9,0,21,104.56,19:00:00,114,8,0,0,1
2019-05-07 20:40,20,뱅뱅 남성 아웃도어 팬츠3종(2019 S/S),6,0,31320000,Tuesday,No,No,0,2,5.2,21.8,13.9,0,37,105.05,20:40:00,124,42,0,0,1
2019-08-11 16:00,20,국내산 손질갑오징어 9팩,3,0,43092000,Sunday,Yes,No,2,2,24.8,32.3,28.3,8,20,104.81,16:00:00,96,98,0,1,6
2019-08-09 11:40,20,프라다 투브릿지 선글라스,8,1,1537000,Friday,No,No,2,2,24.2,33.6,28.3,0.1,21,104.81,11:40:00,70,27,0,0,4
2019-08-11 8:30,30,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,4,1,48686000,Sunday,Yes,No,2,0,24.8,32.3,28.3,8,20,104.81,8:30:00,51,80,0,1,6
2019-02-04 1:20,20,레이프릴 골드라벨 무빙 란쥬,5,0,19409000,Monday,No,Yes,2,2,-1.5,6.8,2.5,0,68,104.69,1:20:00,8,0,1,0,0
2019-02-12 21:00,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,3751000,Tuesday,No,No,2,0,-6,6,0.1,0,45,104.69,21:00:00,126,1,0,0,1
2019-08-05 20:30,30,일시불 2019년 타이거 충전식 무선 예초기,4,0,15867000,Monday,No,No,2,1,24.2,34.6,28.8,0.7,32,104.81,20:30:00,123,80,0,0,0
2019-07-20 16:20,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,1,6007000,Saturday,Yes,No,2,0,23.2,27.1,24.8,56.5,14,104.56,16:20:00,98,4,0,1,5
2019-11-04 9:40,10,에버라스트 제니스 백팩 3종,8,0,13674000,Monday,No,No,2,2,7.6,18.9,12.5,0.2,22,104.87,9:40:00,58,81,0,0,0
2019-04-08 21:00,20,일시불 LG 울트라HD TV 75UK6200KNB,1,6,6967000,Monday,No,No,2,1,5.1,19.1,11.8,0,34,104.87,21:00:00,126,1,0,0,0
2019-06-03 19:40,20,헤드 파이로라이트 드로즈 10종 패키지,5,0,41987000,Monday,No,No,2,2,14,29.7,22,0,35,104.88,19:40:00,118,6,0,0,0
2019-12-08 0:20,20,무이자 선일금고 이볼브 시리즈 EV-040,4,2,5220000,Sunday,Yes,No,2,0,-3.3,8,1.4,0,37,105.12,0:20:00,2,0,0,1,6
2019-05-24 23:40,20,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1,4,10315000,Friday,No,No,2,1,14,31.6,22.9,0,62,105.05,23:40:00,142,7,0,0,4
2019-10-19 21:00,20,피시원 국내산 햇 손질문어 7팩,3,0,86638000,Saturday,Yes,No,2,2,11.6,22.6,16.2,0.2,22,105.46,21:00:00,126,48,0,1,5
2019-03-22 0:20,20,일시불 선일금고 이볼브 시리즈 EV-020,4,2,1522000,Friday,No,No,2,1,1.6,10.5,5.2,0,35,104.49,0:20:00,2,0,0,0,4
2019-12-24 0:40,20,로베르타 디 까메리노 밸런스업 지퍼쉐이핑 란쥬패키지,5,0,25193000,Tuesday,No,No,2,2,-2,9,2.1,0,36,105.12,0:40:00,4,0,0,0,1
2019-08-14 8:00,20,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),9,1,7600000,Wednesday,No,No,2,0,24.7,33,28.6,1.2,19,104.81,8:00:00,48,59,0,0,2
2019-07-18 21:30,20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,1,2,6937000,Thursday,No,No,2,1,21.4,27.8,24.3,8.1,28,104.56,21:30:00,129,22,0,0,3
2019-04-23 7:20,20,닥터 슈퍼 루테인,2,0,15526000,Tuesday,No,No,2,2,12.1,21.8,16.8,5.6,40,104.87,7:20:00,44,77,0,0,1
2019-11-21 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,4,54136000,Thursday,No,No,2,1,-2.6,12.2,5,0,29,104.87,21:40:00,130,9,0,0,3
2019-08-24 17:40,20,AAB의 소곱창전골 800g x 8팩,3,0,60052000,Saturday,Yes,No,2,2,18.9,27.6,22.8,0,23,104.81,17:40:00,106,26,0,1,5
2019-02-09 20:40,20,카파 런닝 패키지 9종,5,0,2524000,Saturday,Yes,No,2,2,-4.2,1.7,-1.7,0,26,104.69,20:40:00,124,53,0,1,5
2019-01-24 23:00,20,카파 런닝 패키지 9종,5,0,8995000,Thursday,No,No,2,2,-5.2,8.2,0.7,0,29,104.24,23:00:00,138,53,0,0,3
2019-05-20 16:00,20,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),3,0,23271000,Monday,No,No,2,2,11.9,21,17,1.7,30,105.05,16:00:00,96,38,0,0,0
2019-12-15 12:00,20,(퀸+싱글)일월 품안애 온수매트,4,1,19295000,Sunday,Yes,No,2,2,-1.5,12.4,4.7,0,28,105.12,12:00:00,72,15,0,1,6
2019-02-17 16:40,20,옛날 그 쥐포 110장 (11팩),3,0,66700000,Sunday,Yes,No,2,2,-5.7,6.3,-0.2,0,32,104.69,16:40:00,100,61,0,1,6
2019-11-11 21:50,30,(1등급)221L_딤채김치냉장고,1,3,29776000,Monday,No,No,2,2,7.8,16.9,12.1,1.1,25,104.87,21:50:00,131,9,0,0,0
2019-05-19 15:40,20,2019 S/S 로베르타 디 까메리노 선글라스,8,0,53706000,Sunday,Yes,No,2,2,16.9,22.6,19.5,7.2,17,105.05,15:40:00,94,27,0,1,6
2019-03-01 10:00,20,칼리베이직 여성백 3종세트,8,0,31917000,Friday,No,Yes,2,2,-0.3,13.7,6,0,91,104.49,10:00:00,60,0,1,0,4
2019-07-25 23:40,20,[가이거] 블랙 에디션 다이아몬드 워치(남성용),8,1,15528000,Thursday,No,No,2,2,24.8,29.2,26.6,16.3,21,104.56,23:40:00,142,107,0,0,3
2019-05-13 20:20,20,일시불 LG 통돌이 세탁기,1,2,20588000,Monday,No,No,2,1,11.4,24.5,17.9,0,38,105.05,20:20:00,122,10,0,0,0
2019-01-28 11:40,20,에코라믹 통주물 스톤 냄비세트,9,0,58801000,Monday,No,No,2,2,-2.6,7.2,2.6,0.2,57,104.24,11:40:00,70,24,0,0,0
2019-11-12 8:00,20,스튜디오럭스 후드롱구스다운코트,6,0,43643000,Tuesday,No,No,2,2,4.8,16.6,9.7,0,29,104.87,8:00:00,48,67,0,0,1
2019-07-04 11:20,20,보몽드 엘사 자수 쿨 시어서커 침구세트 SS,10,0,11903000,Thursday,No,No,2,2,18.4,31.2,24.4,0,27,104.56,11:20:00,68,11,0,0,3
2019-05-14 22:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 SS,0,2,7632000,Tuesday,No,No,2,2,13.9,26.6,19.8,0,37,105.05,22:00:00,132,3,0,0,1
2019-08-27 13:40,20,효재 화원 자수 광목워싱 침구세트 킹,10,1,19352000,Tuesday,No,No,2,2,20.5,25.4,22.7,16.7,20,104.81,13:40:00,82,11,0,0,1
2019-01-05 13:20,20,에코라믹 통주물 스톤 냄비세트,9,0,66955000,Saturday,Yes,No,2,2,-4.6,5.3,0.2,0,47,104.24,13:20:00,80,24,0,1,5
2019-12-14 21:20,20,일시불 LG전자 매직스페이스 냉장고,1,4,29114000,Saturday,Yes,No,2,1,-0.1,9,4,0.4,29,105.12,21:20:00,128,9,0,1,5
2019-03-25 10:20,20,무이자 쿠쿠전기밥솥 10인용,9,1,18525000,Monday,No,No,2,0,0.4,13.8,7.2,0,37,104.49,10:20:00,62,59,0,0,0
2019-05-02 18:00,20,일시불 쓰임 마리벨 4인 홈세트 27P,9,1,2910000,Thursday,No,No,2,1,8.3,24.1,16,0,56,105.05,18:00:00,108,0,0,0,3
2019-06-18 1:20,20,헤드 파이로라이트 드로즈 10종 패키지,5,0,15944000,Tuesday,No,No,2,2,17.3,26.2,21.3,2.1,25,104.88,1:20:00,8,6,0,0,1
2019-08-08 10:20,20,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,3,0,34106000,Thursday,No,No,2,2,24.2,33.2,27.6,5.7,28,104.81,10:20:00,62,0,0,0,3
2019-11-30 7:00,20,히트융 극세사 퍼융기모 여성 동내의 패키지,5,0,11576000,Saturday,Yes,No,2,2,-1.5,12.7,5.4,0.1,27,104.87,7:00:00,42,0,0,1,5
2019-04-07 13:40,20,일시불 쿠쿠전기밥솥 10인용,9,1,31763000,Sunday,Yes,No,2,1,7.4,18.4,12.5,2.8,43,104.87,13:40:00,82,59,0,1,6
2019-05-25 23:00,20,무이자 LG 울트라HD TV 75UK6200KNB,1,6,7184000,Saturday,Yes,No,2,0,16.9,30.1,23.3,0,48,105.05,23:00:00,138,1,0,1,5
2019-02-13 16:40,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,0,41528000,Wednesday,No,No,2,2,-4.1,5.3,0.3,0,43,104.69,16:40:00,100,0,0,0,2
2019-10-08 23:20,20,USPA화이트라벨 남성트랙수트,6,0,26258000,Tuesday,No,No,0,2,10.3,22,15.9,0.1,24,105.46,23:20:00,140,0,0,0,1
2019-09-07 13:40,20,대동모피 19 F/W 폭스 베스트,6,1,89374000,Saturday,Yes,No,2,2,22.6,29.1,25.8,12.3,20,105.2,13:40:00,82,84,0,1,5
2019-09-30 11:40,20,해피콜  IH 진공 스텐 냄비 에디션,9,0,11785000,Monday,No,No,2,2,16.4,28.2,21.6,0.1,35,105.2,11:40:00,70,0,0,0,0
2019-06-02 22:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,14596000,Sunday,Yes,No,2,2,13.6,27.8,20.6,0,28,104.88,22:20:00,134,5,0,1,6
2019-04-23 19:00,20,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,6722000,Tuesday,No,No,2,1,12.1,21.8,16.8,5.6,40,104.87,19:00:00,114,4,0,0,1
2019-09-01 20:10,10,마르엘라로사티 휘메일 풀스킨 하이넥 밍크코트 1종,6,5,6639000,Sunday,Yes,No,2,2,18,26.8,22.1,0.8,19,105.2,20:10:00,121,67,0,1,6
2019-12-29 21:00,20,푸마 시그니처 코튼 트렁크 9종,5,0,12033000,Sunday,Yes,No,2,2,-2.4,6.6,2.6,6.2,32,105.12,21:00:00,126,19,0,1,6
2019-01-15 10:40,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,12570000,Tuesday,No,No,2,0,-3.9,6.1,0.9,0.1,88,104.24,10:40:00,64,4,0,0,1
2019-03-10 16:40,20,푸마 트렁크 블랙에디션 패키지,5,0,15290000,Sunday,Yes,No,2,2,3.8,11.9,7.8,7.9,30,104.49,16:40:00,100,19,0,1,6
2019-10-31 22:40,20,일시불  쿠쿠전기밥솥 6인용(QS),9,1,9148000,Thursday,No,No,2,1,6.1,20.7,13.3,0,59,105.46,22:40:00,136,59,0,0,3
2019-08-07 22:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,3,5624000,Wednesday,No,No,2,1,23.8,32.1,27.2,14.7,27,104.81,22:00:00,132,1,0,0,2
2019-12-03 8:40,20,오델로 남성 겨울모자 3종,8,0,21557000,Tuesday,No,No,2,2,-2.7,6.8,2.4,0.5,20,105.12,8:40:00,52,0,0,0,1
2019-11-14 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,4,32464000,Thursday,No,No,2,1,-0.7,8.6,3.7,0,24,104.87,21:40:00,130,9,0,0,3
2019-10-10 19:30,10,에버라스트 드로즈 10+4종,5,0,19012000,Thursday,No,No,2,2,8.6,21.6,14.9,0,21,105.46,19:30:00,117,6,0,0,3
2019-01-29 8:40,20,하늘내린 용대리황태10미,3,0,38182000,Tuesday,No,No,2,2,-6.5,8.1,0,0,57,104.24,8:40:00,52,0,0,0,1
2019-01-16 21:00,20,무이자 LG 통돌이 세탁기,1,2,17476000,Wednesday,No,No,2,0,-7.9,1.7,-3.2,0,36,104.24,21:00:00,126,10,0,0,2
2019-04-16 22:20,20,일시불 삼성 UHD TV UN65NU7050F,1,4,5204000,Tuesday,No,No,2,1,4.3,23.3,14.2,0,38,104.87,22:20:00,134,1,0,0,1
2019-10-27 15:00,20,헤스티지 그레이스 양가죽 코트,6,1,16159000,Sunday,Yes,No,2,2,5.4,17.4,10.7,0,30,105.46,15:00:00,90,67,0,1,6
2019-06-29 14:40,20,월드컵 남성 러닝화+슬리퍼,8,0,34768000,Saturday,Yes,No,2,2,19.9,24.1,21.6,31.7,20,104.88,14:40:00,88,95,0,1,5
2019-02-21 9:40,20,바로바로 무선청소기,4,0,60550000,Thursday,No,No,2,2,-2.7,9.4,2.7,0,55,104.69,9:40:00,58,96,0,0,3
2019-12-23 20:50,30,무이자 삼성 4도어 냉장고 T9000 RF84R9003S8+공기청정기,1,5,17663000,Monday,No,No,2,0,-1,8.7,3.8,0.7,35,105.12,20:50:00,125,115,0,0,0
2019-11-23 15:20,20,히트융 극세사 퍼융기모 남성 동내의 패키지,5,0,14215000,Saturday,Yes,No,2,2,4.7,18.2,10.8,0,26,104.87,15:20:00,92,0,0,1,5
2019-01-21 22:20,20,일시불 삼성 UHD TV UN55NU7010FXKR,1,3,2465000,Monday,No,No,2,1,-5.5,6.2,0.5,0,29,104.24,22:20:00,134,1,0,0,0
2019-02-10 8:00,20,임페리얼 남성 울 블렌딩 니트 3종,6,0,8343000,Sunday,Yes,No,0,2,-6.3,3.2,-1.4,0,29,104.69,8:00:00,48,36,0,1,6
2019-10-19 23:00,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,2,9371000,Saturday,Yes,No,2,2,11.6,22.6,16.2,0.2,22,105.46,23:00:00,138,3,0,1,5
2019-03-25 9:20,20,헤스티지 그레이스 양가죽 코트,6,1,27855000,Monday,No,No,2,2,0.4,13.8,7.2,0,37,104.49,9:20:00,56,67,0,0,0
2019-04-21 11:00,20,무이자 종근당건강 락토핏 생유산균골드 단하루,2,0,9147000,Sunday,Yes,No,2,0,12,22.1,16.5,0.1,30,104.87,11:00:00,66,32,0,1,6
2019-04-17 10:40,20,2019 S/S 엘리자베스아덴 선글라스 2종,8,0,43518000,Wednesday,No,No,2,2,8.7,23,15.5,0.5,34,104.87,10:40:00,64,27,0,0,2
2019-04-05 1:40,20,푸마 코튼 언더탑 9종,5,0,2232000,Friday,No,No,2,2,5.2,19,11.7,0,74,104.87,1:40:00,10,0,0,0,4
2019-05-02 10:20,20,삭루츠 크로스바디백(TQ12),8,0,11087000,Thursday,No,No,2,2,8.3,24.1,16,0,56,105.05,10:20:00,62,0,0,0,3
