,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,남여,무이자/일시불
5567,2019-02-27 23:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,17690000,33,Wednesday,No,No,2,2
5568,2019-02-27 23:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,6469000,11,Wednesday,No,No,2,2
5569,2019-02-27 23:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,12225000,19,Wednesday,No,No,2,2
5570,2019-02-27 23:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,22113000,41,Wednesday,No,No,2,2
5571,2019-02-27 23:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,20917000,35,Wednesday,No,No,2,2
5572,2019-02-27 23:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,17448000,27,Wednesday,No,No,2,2
5573,2019-02-27 23:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,23577000,44,Wednesday,No,No,2,2
5574,2019-02-27 23:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,25732000,44,Wednesday,No,No,2,2
5575,2019-02-27 23:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,20939000,33,Wednesday,No,No,2,2
5576,2019-02-28 0:00,20,푸마 심리스 드로즈 블랙에디션 패키지,5,0,14059000,158,Thursday,No,No,2,2
5577,2019-02-28 0:00,20,푸마 트렁크 블랙에디션 패키지,5,0,4895000,55,Thursday,No,No,2,2
5578,2019-02-28 0:00,20,푸마 INNO 심리스 롱드로즈 7종,5,0,742000,9,Thursday,No,No,2,2
5579,2019-02-28 0:20,20,푸마 심리스 드로즈 블랙에디션 패키지,5,0,19233000,217,Thursday,No,No,2,2
5580,2019-02-28 0:20,20,푸마 트렁크 블랙에디션 패키지,5,0,4094000,46,Thursday,No,No,2,2
5581,2019-02-28 0:20,20,푸마 INNO 심리스 롱드로즈 7종,5,0,0,0,Thursday,No,No,2,2
5582,2019-02-28 0:40,20,푸마 심리스 드로즈 블랙에디션 패키지,5,0,27345000,308,Thursday,No,No,2,2
5583,2019-02-28 0:40,20,푸마 트렁크 블랙에디션 패키지,5,0,5224000,59,Thursday,No,No,2,2
5584,2019-02-28 0:40,20,푸마 INNO 심리스 롱드로즈 7종,5,0,794000,9,Thursday,No,No,2,2
5585,2019-02-28 1:00,20,레이프릴 골드라벨 무빙 란쥬,5,0,7647000,110,Thursday,No,No,2,2
5586,2019-02-28 1:20,20,레이프릴 골드라벨 무빙 란쥬,5,0,19428000,278,Thursday,No,No,2,2
5587,2019-02-28 1:40,20,레이프릴 골드라벨 무빙 란쥬,5,0,14392000,206,Thursday,No,No,2,2
5588,2019-02-28 6:00,20,까사마루행거 2단,4,0,8153000,210,Thursday,No,No,2,2
5589,2019-02-28 6:20,20,까사마루행거 2단,4,0,13758000,353,Thursday,No,No,2,2
5590,2019-02-28 6:40,20,까사마루행거 2단,4,0,23706000,608,Thursday,No,No,2,2
5591,2019-02-28 7:00,20,크리스티나앤코 기모티셔츠세트,6,0,13410000,449,Thursday,No,No,2,2
5592,2019-02-28 7:20,20,크리스티나앤코 기모티셔츠세트,6,0,18873000,632,Thursday,No,No,2,2
5593,2019-02-28 7:40,20,크리스티나앤코 기모티셔츠세트,6,0,23108000,773,Thursday,No,No,2,2
5594,2019-02-28 8:00,20,아가타 여성 주얼 슬립온+스트랩슬립온,8,0,18799000,377,Thursday,No,No,2,2
5595,2019-02-28 8:20,20,아가타 여성 주얼 슬립온+스트랩슬립온,8,0,30637000,614,Thursday,No,No,2,2
5596,2019-02-28 8:40,20,아가타 여성 주얼 슬립온+스트랩슬립온,8,0,42626000,855,Thursday,No,No,2,2
5597,2019-02-28 9:00,30,무이자 프로피쿡 에어프라이어,9,0,13157000,133,Thursday,No,No,2,0
5598,2019-02-28 9:00,30,일시불 프로피쿡 에어프라이어,9,0,14266000,152,Thursday,No,No,2,1
5599,2019-02-28 9:30,30,무이자 프로피쿡 에어프라이어,9,0,29357000,297,Thursday,No,No,2,0
5600,2019-02-28 9:30,30,일시불 프로피쿡 에어프라이어,9,0,33267000,354,Thursday,No,No,2,1
5601,2019-02-28 10:00,20,무이자 쿠쿠전기밥솥 10인용,9,1,7913000,37,Thursday,No,No,2,0
5602,2019-02-28 10:00,20,일시불 쿠쿠전기밥솥 10인용,9,1,6050000,30,Thursday,No,No,2,1
5603,2019-02-28 10:00,20,무이자 쿠쿠전기밥솥 6인용,9,1,0,0,Thursday,No,No,2,0
5604,2019-02-28 10:00,20,일시불  쿠쿠전기밥솥 6인용,9,1,1483000,8,Thursday,No,No,2,1
5605,2019-02-28 10:20,20,무이자 쿠쿠전기밥솥 10인용,9,1,15773000,73,Thursday,No,No,2,0
5606,2019-02-28 10:20,20,일시불 쿠쿠전기밥솥 10인용,9,1,9799000,48,Thursday,No,No,2,1
5607,2019-02-28 10:20,20,무이자 쿠쿠전기밥솥 6인용,9,1,7555000,37,Thursday,No,No,2,0
5608,2019-02-28 10:20,20,일시불  쿠쿠전기밥솥 6인용,9,1,4338000,22,Thursday,No,No,2,1
5609,2019-02-28 10:40,20,무이자 쿠쿠전기밥솥 10인용,9,1,18136000,84,Thursday,No,No,2,0
5610,2019-02-28 10:40,20,일시불 쿠쿠전기밥솥 10인용,9,1,11293000,55,Thursday,No,No,2,1
5611,2019-02-28 10:40,20,무이자 쿠쿠전기밥솥 6인용,9,1,5304000,26,Thursday,No,No,2,0
5612,2019-02-28 10:40,20,일시불  쿠쿠전기밥솥 6인용,9,1,5767000,30,Thursday,No,No,2,1
5613,2019-02-28 11:00,20,보코 폭스퍼구스다운 롱패딩,6,1,10705000,68,Thursday,No,No,2,2
5614,2019-02-28 11:20,20,보코 폭스퍼구스다운 롱패딩,6,1,25108000,158,Thursday,No,No,2,2
5615,2019-02-28 11:40,20,보코 폭스퍼구스다운 롱패딩,6,1,27242000,172,Thursday,No,No,2,2
5616,2019-02-28 12:00,20,에코라믹 통주물 스톤 냄비세트,9,0,16989000,279,Thursday,No,No,2,2
5617,2019-02-28 12:20,20,에코라믹 통주물 스톤 냄비세트,9,0,38447000,632,Thursday,No,No,2,2
5618,2019-02-28 12:40,20,에코라믹 통주물 스톤 냄비세트,9,0,51067000,839,Thursday,No,No,2,2
5619,2019-02-28 13:00,20,올바로바른자세밴드 2종세트,4,0,18623000,374,Thursday,No,No,2,2
5620,2019-02-28 13:20,20,올바로바른자세밴드 2종세트,4,0,22300000,448,Thursday,No,No,2,2
5621,2019-02-28 13:40,20,올바로바른자세밴드 2종세트,4,0,36967000,743,Thursday,No,No,2,2
5622,2019-02-28 14:00,20,통째로 착즙한 루비 석류즙 84포,2,0,26845000,349,Thursday,No,No,2,2
5623,2019-02-28 14:20,20,통째로 착즙한 루비 석류즙 84포,2,0,48486000,630,Thursday,No,No,2,2
5624,2019-02-28 14:40,20,통째로 착즙한 루비 석류즙 84포,2,0,55660000,723,Thursday,No,No,2,2
5625,2019-02-28 15:00,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,0,33093000,415,Thursday,No,No,2,2
5626,2019-02-28 15:30,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,0,54785000,686,Thursday,No,No,2,2
5627,2019-02-28 16:00,20,캘리포니아 카라카라 오렌지 8kg,3,0,17261000,423,Thursday,No,No,2,2
5628,2019-02-28 16:20,20,캘리포니아 카라카라 오렌지 8kg,3,0,25513000,624,Thursday,No,No,2,2
5629,2019-02-28 16:40,20,캘리포니아 카라카라 오렌지 8kg,3,0,38370000,939,Thursday,No,No,2,2
5630,2019-02-28 17:00,20,바다먹자 국내산 손질꽃게 7팩,3,0,22025000,368,Thursday,No,No,2,2
5631,2019-02-28 17:20,20,바다먹자 국내산 손질꽃게 7팩,3,0,27208000,455,Thursday,No,No,2,2
5632,2019-02-28 17:40,20,바다먹자 국내산 손질꽃게 7팩,3,0,41459000,693,Thursday,No,No,2,2
5633,2019-02-28 18:00,20,안동간고등어 20팩,3,0,32726000,1060,Thursday,No,No,2,2
5634,2019-02-28 18:20,20,안동간고등어 20팩,3,0,42378000,1372,Thursday,No,No,2,2
5635,2019-02-28 18:40,20,안동간고등어 20팩,3,0,61830000,2001,Thursday,No,No,2,2
5636,2019-02-28 19:00,20,푸마 심리스 드로즈 블랙에디션 패키지,5,0,19249000,217,Thursday,No,No,2,2
5637,2019-02-28 19:00,20,푸마 트렁크 블랙에디션 패키지,5,0,4875000,55,Thursday,No,No,2,2
5638,2019-02-28 19:00,20,푸마 INNO 심리스 롱드로즈 7종,5,0,1170000,14,Thursday,No,No,2,2
5639,2019-02-28 19:20,20,푸마 심리스 드로즈 블랙에디션 패키지,5,0,41416000,466,Thursday,No,No,2,2
5640,2019-02-28 19:20,20,푸마 트렁크 블랙에디션 패키지,5,0,10072000,114,Thursday,No,No,2,2
5641,2019-02-28 19:20,20,푸마 INNO 심리스 롱드로즈 7종,5,0,2621000,30,Thursday,No,No,2,2
5642,2019-02-28 19:40,20,푸마 심리스 드로즈 블랙에디션 패키지,5,0,42958000,483,Thursday,No,No,2,2
5643,2019-02-28 19:40,20,푸마 트렁크 블랙에디션 패키지,5,0,10397000,117,Thursday,No,No,2,2
5644,2019-02-28 19:40,20,푸마 INNO 심리스 롱드로즈 7종,5,0,4490000,51,Thursday,No,No,2,2
5645,2019-02-28 20:00,20,(일)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,2,0,0,Thursday,No,No,2,2
5646,2019-02-28 20:00,20,(무)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,3,0,0,Thursday,No,No,2,2
5647,2019-02-28 20:00,20,(일)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,3,5082000,5,Thursday,No,No,2,2
5648,2019-02-28 20:00,20,(무)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,3,1880000,2,Thursday,No,No,2,2
5649,2019-02-28 20:00,20,(일)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,4,6458000,5,Thursday,No,No,2,2
5650,2019-02-28 20:00,20,(무)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,4,2338000,2,Thursday,No,No,2,2
5651,2019-02-28 20:20,20,(일)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,2,5990000,10,Thursday,No,No,2,2
5652,2019-02-28 20:20,20,(무)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,3,1192000,2,Thursday,No,No,2,2
5653,2019-02-28 20:20,20,(일)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,3,15147000,14,Thursday,No,No,2,2
5654,2019-02-28 20:20,20,(무)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,3,7372000,7,Thursday,No,No,2,2
5655,2019-02-28 20:20,20,(일)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,4,14997000,11,Thursday,No,No,2,2
5656,2019-02-28 20:20,20,(무)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,4,2338000,2,Thursday,No,No,2,2
5657,2019-02-28 20:40,20,(일)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,2,2029000,4,Thursday,No,No,2,2
5658,2019-02-28 20:40,20,(무)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,3,3477000,5,Thursday,No,No,2,2
5659,2019-02-28 20:40,20,(일)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,3,10113000,10,Thursday,No,No,2,2
5660,2019-02-28 20:40,20,(무)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,3,5542000,5,Thursday,No,No,2,2
5661,2019-02-28 20:40,20,(일)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,4,6455000,5,Thursday,No,No,2,2
5662,2019-02-28 20:40,20,(무)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,4,2339000,2,Thursday,No,No,2,2
5663,2019-02-28 21:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,0,0,Thursday,No,No,2,1
5664,2019-02-28 21:00,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,3726000,3,Thursday,No,No,2,0
5665,2019-02-28 21:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,4908000,3,Thursday,No,No,2,1
5666,2019-02-28 21:00,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,16398000,8,Thursday,No,No,2,0
5667,2019-02-28 21:00,20,일시불 LG 울트라HD TV 70UK6800HNC,1,6,0,0,Thursday,No,No,2,1
5668,2019-02-28 21:00,20,무이자 LG 울트라HD TV 70UK6800HNC,1,6,0,0,Thursday,No,No,2,0
5669,2019-02-28 21:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,19945000,16,Thursday,No,No,2,1
5670,2019-02-28 21:20,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,11103000,8,Thursday,No,No,2,0
5671,2019-02-28 21:20,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,58347000,31,Thursday,No,No,2,1
5672,2019-02-28 21:20,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,5499000,3,Thursday,No,No,2,0
5673,2019-02-28 21:20,20,일시불 LG 울트라HD TV 70UK6800HNC,1,6,0,0,Thursday,No,No,2,1
5674,2019-02-28 21:20,20,무이자 LG 울트라HD TV 70UK6800HNC,1,6,7710000,3,Thursday,No,No,2,0
5675,2019-02-28 21:40,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,3366000,3,Thursday,No,No,2,1
5676,2019-02-28 21:40,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,18454000,13,Thursday,No,No,2,0
5677,2019-02-28 21:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,58347000,31,Thursday,No,No,2,1
5678,2019-02-28 21:40,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,60095000,29,Thursday,No,No,2,0
5679,2019-02-28 21:40,20,일시불 LG 울트라HD TV 70UK6800HNC,1,6,13879000,6,Thursday,No,No,2,1
5680,2019-02-28 21:40,20,무이자 LG 울트라HD TV 70UK6800HNC,1,6,0,0,Thursday,No,No,2,0
5681,2019-02-28 22:00,20,일시불 LG 통돌이 세탁기,1,2,25579000,59,Thursday,No,No,2,1
5682,2019-02-28 22:00,20,무이자 LG 통돌이 세탁기,1,2,23903000,49,Thursday,No,No,2,0
5683,2019-02-28 22:20,20,일시불 LG 통돌이 세탁기,1,2,34155000,78,Thursday,No,No,2,1
5684,2019-02-28 22:20,20,무이자 LG 통돌이 세탁기,1,2,28621000,59,Thursday,No,No,2,0
5685,2019-02-28 22:40,20,일시불 LG 통돌이 세탁기,1,2,42665000,98,Thursday,No,No,2,1
5686,2019-02-28 22:40,20,무이자 LG 통돌이 세탁기,1,2,25387000,52,Thursday,No,No,2,0
5687,2019-02-28 23:00,20,노비타 스마트 비데,4,1,34255000,182,Thursday,No,No,2,2
5688,2019-02-28 23:20,20,노비타 스마트 비데,4,1,41495000,220,Thursday,No,No,2,2
5689,2019-02-28 23:40,20,노비타 스마트 비데,4,1,56896000,302,Thursday,No,No,2,2
5690,2019-03-01 0:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,11811000,22,Friday,No,Yes,2,2
5691,2019-03-01 0:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,8073000,14,Friday,No,Yes,2,2
5692,2019-03-01 0:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,7007000,11,Friday,No,Yes,2,2
5693,2019-03-01 0:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,14750000,27,Friday,No,Yes,2,2
5694,2019-03-01 0:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,20917000,35,Friday,No,Yes,2,2
5695,2019-03-01 0:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,17446000,27,Friday,No,Yes,2,2
5696,2019-03-01 0:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,2,22107000,41,Friday,No,Yes,2,2
5697,2019-03-01 0:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,12891000,22,Friday,No,Yes,2,2
5698,2019-03-01 0:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,2,15699000,25,Friday,No,Yes,2,2
5699,2019-03-01 1:00,20,K-SWISS 남성약기모팬츠3종,6,0,8996000,181,Friday,No,Yes,0,2
5700,2019-03-01 1:20,20,K-SWISS 남성약기모팬츠3종,6,0,12291000,247,Friday,No,Yes,0,2
5701,2019-03-01 1:40,20,K-SWISS 남성약기모팬츠3종,6,0,12075000,242,Friday,No,Yes,0,2
5702,2019-03-01 6:00,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,0,10134000,170,Friday,No,Yes,2,2
5703,2019-03-01 6:20,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,0,19232000,322,Friday,No,Yes,2,2
5704,2019-03-01 6:40,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,0,28066000,470,Friday,No,Yes,2,2
5705,2019-03-01 7:00,20,쿠미투니카 퍼펙트클린 레이스 브라팬티,5,0,9830000,90,Friday,No,Yes,2,2
5706,2019-03-01 7:20,20,쿠미투니카 퍼펙트클린 레이스 브라팬티,5,0,23236000,212,Friday,No,Yes,2,2
5707,2019-03-01 7:40,20,쿠미투니카 퍼펙트클린 레이스 브라팬티,5,0,41161000,375,Friday,No,Yes,2,2
5708,2019-03-01 8:00,20,크리스티나앤코 가디건세트,6,0,16325000,481,Friday,No,Yes,2,2
5709,2019-03-01 8:20,20,크리스티나앤코 가디건세트,6,0,27437000,807,Friday,No,Yes,2,2
5710,2019-03-01 8:40,20,크리스티나앤코 가디건세트,6,0,34253000,1008,Friday,No,Yes,2,2
5711,2019-03-01 9:00,20,보코 기모 퀼팅 패딩,6,0,15502000,263,Friday,No,Yes,2,2
5712,2019-03-01 9:20,20,보코 기모 퀼팅 패딩,6,0,25258000,429,Friday,No,Yes,2,2
5713,2019-03-01 9:40,20,보코 기모 퀼팅 패딩,6,0,30832000,523,Friday,No,Yes,2,2
5714,2019-03-01 10:00,20,칼리베이직 여성백 3종세트,8,0,31917000,800,Friday,No,Yes,2,2
5715,2019-03-01 10:20,20,칼리베이직 여성백 3종세트,8,0,64052000,1606,Friday,No,Yes,2,2
5716,2019-03-01 10:40,20,칼리베이직 여성백 3종세트,8,0,87125000,2184,Friday,No,Yes,2,2
5717,2019-03-01 11:00,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 ,9,1,14777000,94,Friday,No,Yes,2,1
5718,2019-03-01 11:00,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,7340000,44,Friday,No,Yes,2,0
5719,2019-03-01 11:00,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,2708000,19,Friday,No,Yes,2,1
5720,2019-03-01 11:00,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,2311000,15,Friday,No,Yes,2,0
5721,2019-03-01 11:20,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 ,9,1,31196000,198,Friday,No,Yes,2,1
5722,2019-03-01 11:20,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,14563000,87,Friday,No,Yes,2,0
5723,2019-03-01 11:20,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,13890000,94,Friday,No,Yes,2,1
5724,2019-03-01 11:20,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,3441000,22,Friday,No,Yes,2,0
5725,2019-03-01 11:40,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 ,9,1,56681000,359,Friday,No,Yes,2,1
5726,2019-03-01 11:40,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,12122000,73,Friday,No,Yes,2,0
5727,2019-03-01 11:40,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,21778000,148,Friday,No,Yes,2,1
5728,2019-03-01 11:40,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,6267000,40,Friday,No,Yes,2,0
5729,2019-03-01 12:00,20,세균싹 행주티슈,9,0,24929000,625,Friday,No,Yes,2,2
5730,2019-03-01 12:20,20,세균싹 행주티슈,9,0,41196000,1033,Friday,No,Yes,2,2
5731,2019-03-01 12:40,20,세균싹 행주티슈,9,0,40316000,1011,Friday,No,Yes,2,2
5732,2019-03-01 13:00,20,자연산 손질 통오징어 21미,3,0,48145000,1178,Friday,No,Yes,2,2
5733,2019-03-01 13:20,20,자연산 손질 통오징어 21미,3,0,59281000,1450,Friday,No,Yes,2,2
5734,2019-03-01 13:40,20,자연산 손질 통오징어 21미,3,0,90958000,2224,Friday,No,Yes,2,2
5735,2019-03-01 14:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,20845000,524,Friday,No,Yes,2,2
5736,2019-03-01 14:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,34461000,866,Friday,No,Yes,2,2
5737,2019-03-01 14:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,55094000,1385,Friday,No,Yes,2,2
5738,2019-03-01 15:00,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,2,4945000,18,Friday,No,Yes,2,0
5739,2019-03-01 15:00,20,일시불  린나이 자동불꽃조절 가스레인지 3구,9,1,1914000,7,Friday,No,Yes,2,1
5740,2019-03-01 15:00,20,무이자  린나이 자동불꽃조절 가스레인지 2구,9,1,6575000,31,Friday,No,Yes,2,0
5741,2019-03-01 15:00,20,일시불  린나이 자동불꽃조절 가스레인지 2구,9,1,4155000,20,Friday,No,Yes,2,1
5742,2019-03-01 15:20,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,2,15633000,55,Friday,No,Yes,2,0
5743,2019-03-01 15:20,20,일시불  린나이 자동불꽃조절 가스레인지 3구,9,1,5774000,21,Friday,No,Yes,2,1
5744,2019-03-01 15:20,20,무이자  린나이 자동불꽃조절 가스레인지 2구,9,1,8087000,37,Friday,No,Yes,2,0
5745,2019-03-01 15:20,20,일시불  린나이 자동불꽃조절 가스레인지 2구,9,1,6264000,30,Friday,No,Yes,2,1
5746,2019-03-01 15:40,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,2,14642000,51,Friday,No,Yes,2,0
5747,2019-03-01 15:40,20,일시불  린나이 자동불꽃조절 가스레인지 3구,9,1,5642000,21,Friday,No,Yes,2,1
5748,2019-03-01 15:40,20,무이자  린나이 자동불꽃조절 가스레인지 2구,9,1,16047000,74,Friday,No,Yes,2,0
5749,2019-03-01 15:40,20,일시불  린나이 자동불꽃조절 가스레인지 2구,9,1,23611000,113,Friday,No,Yes,2,1
5750,2019-03-01 16:00,20,김정문의 섬진강 재첩국 11팩 3.3kg,3,0,36477000,915,Friday,No,Yes,2,2
5751,2019-03-01 16:20,20,김정문의 섬진강 재첩국 11팩 3.3kg,3,0,60797000,1524,Friday,No,Yes,2,2
5752,2019-03-01 16:40,20,김정문의 섬진강 재첩국 11팩 3.3kg,3,0,63617000,1595,Friday,No,Yes,2,2
5753,2019-03-01 17:00,20,영산포숙성 홍어8팩+무침3통,3,0,38488000,942,Friday,No,Yes,2,2
5754,2019-03-01 17:20,20,영산포숙성 홍어8팩+무침3통,3,0,58653000,1435,Friday,No,Yes,2,2
5755,2019-03-01 17:40,20,영산포숙성 홍어8팩+무침3통,3,0,63388000,1550,Friday,No,Yes,2,2
5756,2019-03-01 18:00,20,제주바다 7분 손질문어,3,0,32518000,543,Friday,No,Yes,2,2
5757,2019-03-01 18:20,20,제주바다 7분 손질문어,3,0,52660000,880,Friday,No,Yes,2,2
5758,2019-03-01 18:40,20,제주바다 7분 손질문어,3,0,61333000,1024,Friday,No,Yes,2,2
5759,2019-03-01 19:00,20,몬테밀라노 컴포트앤핏 브라팬티 5+5세트,5,0,16137000,163,Friday,No,Yes,2,2
5760,2019-03-01 19:20,20,몬테밀라노 컴포트앤핏 브라팬티 5+5세트,5,0,33921000,343,Friday,No,Yes,2,2
5761,2019-03-01 19:40,20,몬테밀라노 컴포트앤핏 브라팬티 5+5세트,5,0,56928000,576,Friday,No,Yes,2,2
5762,2019-03-01 20:00,20,노비타 스마트 비데,4,1,12025000,64,Friday,No,Yes,2,2
5763,2019-03-01 20:20,20,노비타 스마트 비데,4,1,29248000,155,Friday,No,Yes,2,2
5764,2019-03-01 20:40,20,노비타 스마트 비데,4,1,57577000,305,Friday,No,Yes,2,2
5765,2019-03-01 21:00,20,일시불 LG전자 매직스페이스 냉장고,1,4,15668000,12,Friday,No,Yes,2,1
5766,2019-03-01 21:00,20,무이자 LG전자 매직스페이스 냉장고,1,4,12991000,9,Friday,No,Yes,2,0
5767,2019-03-01 21:20,20,일시불 LG전자 매직스페이스 냉장고,1,4,74233000,53,Friday,No,Yes,2,1
5768,2019-03-01 21:20,20,무이자 LG전자 매직스페이스 냉장고,1,4,34467000,23,Friday,No,Yes,2,0
5769,2019-03-01 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,4,74289000,53,Friday,No,Yes,2,1
5770,2019-03-01 21:40,20,무이자 LG전자 매직스페이스 냉장고,1,4,60293000,39,Friday,No,Yes,2,0
5771,2019-03-01 22:00,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,3,2767000,3,Friday,No,Yes,2,1
5772,2019-03-01 22:00,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,3,5978000,6,Friday,No,Yes,2,0
5773,2019-03-01 22:00,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,6940000,6,Friday,No,Yes,2,1
5774,2019-03-01 22:00,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,14763000,11,Friday,No,Yes,2,0
5775,2019-03-01 22:20,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,3,13634000,14,Friday,No,Yes,2,1
5776,2019-03-01 22:20,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,3,6006000,6,Friday,No,Yes,2,0
5777,2019-03-01 22:20,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,20636000,17,Friday,No,Yes,2,1
5778,2019-03-01 22:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,36888000,28,Friday,No,Yes,2,0
5779,2019-03-01 22:40,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,3,16351000,17,Friday,No,Yes,2,1
5780,2019-03-01 22:40,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,3,11961000,11,Friday,No,Yes,2,0
5781,2019-03-01 22:40,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,17260000,14,Friday,No,Yes,2,1
5782,2019-03-01 22:40,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,40309000,30,Friday,No,Yes,2,0
5783,2019-03-01 23:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 SS,0,2,10257000,21,Friday,No,Yes,2,2
5784,2019-03-01 23:00,20,(무) 삼익가구 LED 제니비 서랍형 침대 SS,0,2,4265000,8,Friday,No,Yes,2,2
5785,2019-03-01 23:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 Q,0,2,4262000,8,Friday,No,Yes,2,2
5786,2019-03-01 23:00,20,(무) 삼익가구 LED 제니비 서랍형 침대 Q,0,2,1581000,3,Friday,No,Yes,2,2
