num,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가, 취급액 ,요일,휴일,공휴일
10717,2019-04-15 15:40,20,100162,200571,트레스패스 여성 다이얼 트레킹화 세트,잡화,"49,800","15,532,000",Monday,No,No
10718,2019-04-15 15:40,20,100162,200567,트레스패스 남성 다이얼 트레킹화 세트,잡화,"49,800","22,325,000",Monday,No,No
10719,2019-04-15 16:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,"59,900","32,151,000",Monday,No,No
10720,2019-04-15 16:20,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,"59,900","53,026,000",Monday,No,No
10721,2019-04-15 16:40,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,"59,900","40,536,000",Monday,No,No
10722,2019-04-15 17:00,20,100642,201961,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,"49,900","25,324,000",Monday,No,No
10723,2019-04-15 17:20,20,100642,201961,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,"49,900","40,739,000",Monday,No,No
10724,2019-04-15 17:40,20,100642,201961,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,"49,900","35,278,000",Monday,No,No
10725,2019-04-15 18:00,20,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,"289,000","5,845,000",Monday,No,No
10726,2019-04-15 18:00,20,100765,202235,일시불  린나이 자동불꽃조절 가스레인지 3구,주방,"279,000","4,712,000",Monday,No,No
10727,2019-04-15 18:00,20,100765,202227,무이자  린나이 자동불꽃조절 가스레인지 2구,주방,"219,000","4,435,000",Monday,No,No
10728,2019-04-15 18:00,20,100765,202233,일시불  린나이 자동불꽃조절 가스레인지 2구,주방,"209,000","4,198,000",Monday,No,No
10729,2019-04-15 18:20,20,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,"289,000","3,923,000",Monday,No,No
10730,2019-04-15 18:20,20,100765,202235,일시불  린나이 자동불꽃조절 가스레인지 3구,주방,"279,000","8,418,000",Monday,No,No
10731,2019-04-15 18:20,20,100765,202227,무이자  린나이 자동불꽃조절 가스레인지 2구,주방,"219,000","6,565,000",Monday,No,No
10732,2019-04-15 18:20,20,100765,202233,일시불  린나이 자동불꽃조절 가스레인지 2구,주방,"209,000","11,745,000",Monday,No,No
10733,2019-04-15 18:40,20,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,"289,000","12,692,000",Monday,No,No
10734,2019-04-15 18:40,20,100765,202235,일시불  린나이 자동불꽃조절 가스레인지 3구,주방,"279,000","8,387,000",Monday,No,No
10735,2019-04-15 18:40,20,100765,202227,무이자  린나이 자동불꽃조절 가스레인지 2구,주방,"219,000","10,198,000",Monday,No,No
10736,2019-04-15 18:40,20,100765,202233,일시불  린나이 자동불꽃조절 가스레인지 2구,주방,"209,000","16,518,000",Monday,No,No
10737,2019-04-15 19:00,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","8,532,000",Monday,No,No
10738,2019-04-15 19:00,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"178,000","4,539,000",Monday,No,No
10739,2019-04-15 19:00,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,"148,000","6,407,000",Monday,No,No
10740,2019-04-15 19:00,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,"158,000","3,474,000",Monday,No,No
10741,2019-04-15 19:20,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","15,696,000",Monday,No,No
10742,2019-04-15 19:20,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"178,000","8,385,000",Monday,No,No
10743,2019-04-15 19:20,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,"148,000","10,090,000",Monday,No,No
10744,2019-04-15 19:20,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,"158,000","2,893,000",Monday,No,No
10745,2019-04-15 19:40,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","23,014,000",Monday,No,No
10746,2019-04-15 19:40,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"178,000","16,780,000",Monday,No,No
10747,2019-04-15 19:40,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,"148,000","14,403,000",Monday,No,No
10748,2019-04-15 19:40,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,"158,000","5,785,000",Monday,No,No
10749,2019-04-15 20:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,"439,000","16,684,000",Monday,No,No
10750,2019-04-15 20:00,20,100150,200465,무이자 LG 통돌이 세탁기,가전,"489,000","10,884,000",Monday,No,No
10751,2019-04-15 20:20,20,100150,200533,일시불 LG 통돌이 세탁기,가전,"439,000","27,806,000",Monday,No,No
10752,2019-04-15 20:20,20,100150,200465,무이자 LG 통돌이 세탁기,가전,"489,000","14,044,000",Monday,No,No
10753,2019-04-15 20:40,20,100150,200533,일시불 LG 통돌이 세탁기,가전,"439,000","26,484,000",Monday,No,No
10754,2019-04-15 20:40,20,100150,200465,무이자 LG 통돌이 세탁기,가전,"489,000","45,258,000",Monday,No,No
10755,2019-04-15 21:00,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,"548,000","18,374,000",Monday,No,No
10756,2019-04-15 21:00,20,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,"598,000","3,384,000",Monday,No,No
10757,2019-04-15 21:00,20,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,"648,000","1,858,000",Monday,No,No
10758,2019-04-15 21:20,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,"548,000","22,952,000",Monday,No,No
10759,2019-04-15 21:20,20,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,"598,000","13,383,000",Monday,No,No
10760,2019-04-15 21:20,20,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,"648,000","25,337,000",Monday,No,No
10761,2019-04-15 21:40,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,"548,000","29,061,000",Monday,No,No
10762,2019-04-15 21:40,20,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,"598,000","26,715,000",Monday,No,No
10763,2019-04-15 21:40,20,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,"648,000","41,593,000",Monday,No,No
10764,2019-04-15 22:00,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","3,248,000",Monday,No,No
10766,2019-04-15 22:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,700,000","8,430,000",Monday,No,No
10767,2019-04-15 22:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,"1,930,000","4,835,000",Monday,No,No
10770,2019-04-15 22:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,"2,800,000","6,967,000",Monday,No,No
10771,2019-04-15 22:00,20,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,"3,090,000","15,347,000",Monday,No,No
10772,2019-04-15 22:20,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","9,670,000",Monday,No,No
10773,2019-04-15 22:20,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,430,000","3,571,000",Monday,No,No
10774,2019-04-15 22:20,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,700,000","50,354,000",Monday,No,No
10775,2019-04-15 22:20,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,"1,930,000","19,116,000",Monday,No,No
10776,2019-04-15 22:20,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,"2,500,000","18,595,000",Monday,No,No
10777,2019-04-15 22:20,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,790,000","13,835,000",Monday,No,No
10778,2019-04-15 22:20,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,"2,800,000","6,992,000",Monday,No,No
10779,2019-04-15 22:20,20,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,"3,090,000","7,711,000",Monday,No,No
10780,2019-04-15 22:40,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","6,447,000",Monday,No,No
10781,2019-04-15 22:40,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,430,000","7,091,000",Monday,No,No
10782,2019-04-15 22:40,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,700,000","37,785,000",Monday,No,No
10783,2019-04-15 22:40,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,"1,930,000","23,925,000",Monday,No,No
10785,2019-04-15 22:40,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,790,000","6,967,000",Monday,No,No
10786,2019-04-15 22:40,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,"2,800,000","27,743,000",Monday,No,No
10787,2019-04-15 22:40,20,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,"3,090,000","15,347,000",Monday,No,No
10788,2019-04-15 23:00,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,"79,000","14,021,000",Monday,No,No
10789,2019-04-15 23:00,20,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,"79,000","12,710,000",Monday,No,No
10790,2019-04-15 23:20,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,"79,000","17,941,000",Monday,No,No
10791,2019-04-15 23:20,20,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,"79,000","13,866,000",Monday,No,No
10792,2019-04-15 23:40,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,"79,000","17,668,000",Monday,No,No
10793,2019-04-15 23:40,20,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,"79,000","13,221,000",Monday,No,No
10794,2019-04-16 0:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,"89,000","9,195,000",Tuesday,No,No
10795,2019-04-16 0:00,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,"89,000","4,871,000",Tuesday,No,No
10796,2019-04-16 0:20,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,"89,000","22,955,000",Tuesday,No,No
10797,2019-04-16 0:20,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,"89,000","14,264,000",Tuesday,No,No
10798,2019-04-16 0:40,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,"89,000","33,023,000",Tuesday,No,No
10799,2019-04-16 0:40,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,"89,000","17,296,000",Tuesday,No,No
10800,2019-04-16 1:00,20,100025,200037,김병지 거미손 풀확장 일체형 코일카매트,생활용품,"61,800","6,895,000",Tuesday,No,No
10801,2019-04-16 1:20,20,100025,200037,김병지 거미손 풀확장 일체형 코일카매트,생활용품,"61,800","10,795,000",Tuesday,No,No
10802,2019-04-16 1:40,15,100025,200037,김병지 거미손 풀확장 일체형 코일카매트,생활용품,"61,800","15,941,000",Tuesday,No,No
10803,2019-04-16 6:00,20,100347,201084,스피드랙 베이직 4단,생활용품,"78,000","1,268,000",Tuesday,No,No
10804,2019-04-16 6:00,20,100347,201086,스피드랙 베이직 4단 1+1,생활용품,"118,000","4,451,000",Tuesday,No,No
10805,2019-04-16 6:20,20,100347,201084,스피드랙 베이직 4단,생활용품,"78,000","1,754,000",Tuesday,No,No
10806,2019-04-16 6:20,20,100347,201086,스피드랙 베이직 4단 1+1,생활용품,"118,000","10,987,000",Tuesday,No,No
10807,2019-04-16 6:40,20,100347,201084,스피드랙 베이직 4단,생활용품,"78,000","2,688,000",Tuesday,No,No
10808,2019-04-16 6:40,20,100347,201086,스피드랙 베이직 4단 1+1,생활용품,"118,000","23,934,000",Tuesday,No,No
10809,2019-04-16 7:00,20,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,"59,000","9,034,000",Tuesday,No,No
10810,2019-04-16 7:00,20,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,"59,000","9,116,000",Tuesday,No,No
10811,2019-04-16 7:20,20,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,"59,000","14,331,000",Tuesday,No,No
10812,2019-04-16 7:20,20,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,"59,000","13,949,000",Tuesday,No,No
10813,2019-04-16 7:40,20,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,"59,000","22,369,000",Tuesday,No,No
10814,2019-04-16 7:40,20,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,"59,000","12,205,000",Tuesday,No,No
10815,2019-04-16 8:00,20,100466,201432,디키즈 윈드브레이커1종,의류,"44,000","15,527,000",Tuesday,No,No
10816,2019-04-16 8:20,20,100466,201432,디키즈 윈드브레이커1종,의류,"44,000","27,789,000",Tuesday,No,No
10817,2019-04-16 8:40,20,100466,201432,디키즈 윈드브레이커1종,의류,"44,000","32,073,000",Tuesday,No,No
10818,2019-04-16 9:00,20,100478,201453,파뷔에 항균도마 1+1세트,주방,"49,800","30,971,000",Tuesday,No,No
10819,2019-04-16 9:20,20,100478,201453,파뷔에 항균도마 1+1세트,주방,"49,800","50,030,000",Tuesday,No,No
10820,2019-04-16 9:40,20,100478,201453,파뷔에 항균도마 1+1세트,주방,"49,800","51,509,000",Tuesday,No,No
10821,2019-04-16 10:00,20,100776,202269,뷰티플렉스 풍기인견 브라탑패키지,속옷,"69,900","16,591,000",Tuesday,No,No
10822,2019-04-16 10:20,20,100776,202269,뷰티플렉스 풍기인견 브라탑패키지,속옷,"69,900","33,641,000",Tuesday,No,No
10823,2019-04-16 10:40,20,100776,202269,뷰티플렉스 풍기인견 브라탑패키지,속옷,"69,900","46,833,000",Tuesday,No,No
10824,2019-04-16 11:00,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,"208,000","5,463,000",Tuesday,No,No
10825,2019-04-16 11:00,20,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,"218,000","8,173,000",Tuesday,No,No
10826,2019-04-16 11:00,20,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,"198,000","2,992,000",Tuesday,No,No
10827,2019-04-16 11:00,20,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,"208,000","3,149,000",Tuesday,No,No
10828,2019-04-16 11:20,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,"208,000","16,304,000",Tuesday,No,No
10829,2019-04-16 11:20,20,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,"218,000","17,913,000",Tuesday,No,No
10830,2019-04-16 11:20,20,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,"198,000","3,735,000",Tuesday,No,No
10831,2019-04-16 11:20,20,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,"208,000","3,145,000",Tuesday,No,No
10832,2019-04-16 11:40,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,"208,000","17,842,000",Tuesday,No,No
10833,2019-04-16 11:40,20,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,"218,000","14,650,000",Tuesday,No,No
10834,2019-04-16 11:40,20,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,"198,000","11,839,000",Tuesday,No,No
10835,2019-04-16 11:40,20,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,"208,000","7,793,000",Tuesday,No,No
10836,2019-04-16 12:00,20,100492,201485,피시원 국내산 손질꽃게 7팩,농수축,"59,900","27,816,000",Tuesday,No,No
10837,2019-04-16 12:20,20,100492,201485,피시원 국내산 손질꽃게 7팩,농수축,"59,900","37,397,000",Tuesday,No,No
10838,2019-04-16 12:40,20,100492,201485,피시원 국내산 손질꽃게 7팩,농수축,"59,900","49,763,000",Tuesday,No,No
10839,2019-04-16 13:00,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,"49,900","17,201,000",Tuesday,No,No
10840,2019-04-16 13:20,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,"49,900","33,646,000",Tuesday,No,No
10841,2019-04-16 13:40,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,"49,900","46,004,000",Tuesday,No,No
10842,2019-04-16 14:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,"89,000","8,501,000",Tuesday,No,No
10843,2019-04-16 14:00,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,"89,000","3,342,000",Tuesday,No,No
10844,2019-04-16 14:20,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,"89,000","21,027,000",Tuesday,No,No
10845,2019-04-16 14:20,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,"89,000","11,285,000",Tuesday,No,No
10846,2019-04-16 14:40,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,"89,000","34,021,000",Tuesday,No,No
10847,2019-04-16 14:40,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,"89,000","13,581,000",Tuesday,No,No
10848,2019-04-16 15:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","10,341,000",Tuesday,No,No
10849,2019-04-16 15:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","3,551,000",Tuesday,No,No
10850,2019-04-16 15:20,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","13,195,000",Tuesday,No,No
10851,2019-04-16 15:20,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","7,399,000",Tuesday,No,No
10852,2019-04-16 15:40,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","30,136,000",Tuesday,No,No
10853,2019-04-16 15:40,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","14,975,000",Tuesday,No,No
10854,2019-04-16 16:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","23,174,000",Tuesday,No,No
10855,2019-04-16 16:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","44,155,000",Tuesday,No,No
10856,2019-04-16 16:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","38,924,000",Tuesday,No,No
10857,2019-04-16 17:00,20,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,"119,000","13,751,000",Tuesday,No,No
10858,2019-04-16 17:20,20,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,"119,000","27,738,000",Tuesday,No,No
10859,2019-04-16 17:40,20,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,"119,000","35,497,000",Tuesday,No,No
10860,2019-04-16 18:00,20,100253,200864,안동간고등어 20팩,농수축,"30,900","35,061,000",Tuesday,No,No
10861,2019-04-16 18:20,20,100253,200864,안동간고등어 20팩,농수축,"30,900","48,354,000",Tuesday,No,No
10862,2019-04-16 18:40,20,100253,200864,안동간고등어 20팩,농수축,"30,900","50,927,000",Tuesday,No,No
10863,2019-04-16 19:00,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,"69,900","22,647,000",Tuesday,No,No
10864,2019-04-16 19:20,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,"69,900","41,700,000",Tuesday,No,No
10865,2019-04-16 19:40,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,"69,900","53,006,000",Tuesday,No,No
10866,2019-04-16 20:00,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,"139,000","12,273,000",Tuesday,No,No
10867,2019-04-16 20:20,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,"139,000","38,626,000",Tuesday,No,No
10868,2019-04-16 20:40,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,"139,000","59,153,000",Tuesday,No,No
10869,2019-04-16 21:00,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,"1,409,000","7,662,000",Tuesday,No,No
10870,2019-04-16 21:00,20,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,"1,549,000","21,012,000",Tuesday,No,No
10871,2019-04-16 21:20,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,"1,409,000","19,135,000",Tuesday,No,No
10872,2019-04-16 21:20,20,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,"1,549,000","12,665,000",Tuesday,No,No
10873,2019-04-16 21:40,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,"1,409,000","15,274,000",Tuesday,No,No
10874,2019-04-16 21:40,20,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,"1,549,000","41,974,000",Tuesday,No,No
10875,2019-04-16 22:00,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,"1,000,000","9,054,000",Tuesday,No,No
10876,2019-04-16 22:00,20,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,"1,080,000","6,568,000",Tuesday,No,No
10878,2019-04-16 22:00,20,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,"1,800,000","10,903,000",Tuesday,No,No
10881,2019-04-16 22:20,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,"1,000,000","6,083,000",Tuesday,No,No
10882,2019-04-16 22:20,20,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,"1,080,000","6,538,000",Tuesday,No,No
10883,2019-04-16 22:20,20,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,"1,700,000","5,204,000",Tuesday,No,No
10884,2019-04-16 22:20,20,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,"1,800,000","21,787,000",Tuesday,No,No
10886,2019-04-16 22:20,20,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,"2,880,000","8,751,000",Tuesday,No,No
10887,2019-04-16 22:40,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,"1,000,000","18,058,000",Tuesday,No,No
10888,2019-04-16 22:40,20,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,"1,080,000","22,878,000",Tuesday,No,No
10889,2019-04-16 22:40,20,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,"1,700,000","10,297,000",Tuesday,No,No
10890,2019-04-16 22:40,20,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,"1,800,000","21,817,000",Tuesday,No,No
10892,2019-04-16 22:40,20,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,"2,880,000","34,914,000",Tuesday,No,No
10893,2019-04-16 23:00,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","18,747,000",Tuesday,No,No
10894,2019-04-16 23:00,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"178,000","10,940,000",Tuesday,No,No
10895,2019-04-16 23:00,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,"148,000","5,367,000",Tuesday,No,No
10896,2019-04-16 23:00,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,"158,000","1,746,000",Tuesday,No,No
10897,2019-04-16 23:20,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","21,168,000",Tuesday,No,No
10898,2019-04-16 23:20,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"178,000","13,466,000",Tuesday,No,No
10899,2019-04-16 23:20,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,"148,000","12,748,000",Tuesday,No,No
10900,2019-04-16 23:20,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,"158,000","1,214,000",Tuesday,No,No
10901,2019-04-16 23:40,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","24,817,000",Tuesday,No,No
10902,2019-04-16 23:40,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"178,000","9,011,000",Tuesday,No,No
10903,2019-04-16 23:40,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,"148,000","8,972,000",Tuesday,No,No
10904,2019-04-16 23:40,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,"158,000","6,829,000",Tuesday,No,No
10909,2019-04-17 0:00,20,100205,200719,(일)보루네오 유로탑 가죽 침대 킹,가구,"689,000","5,791,000",Wednesday,No,No
10911,2019-04-17 0:20,20,100205,200717,(일)보루네오 유로탑 가죽 침대 슈퍼싱글,가구,"589,000","3,286,000",Wednesday,No,No
10913,2019-04-17 0:20,20,100205,200718,(일)보루네오 유로탑 가죽 침대 퀸,가구,"639,000","3,565,000",Wednesday,No,No
10914,2019-04-17 0:20,20,100205,200701,(무)보루네오 유로탑 가죽 침대 퀸,가구,"699,000","1,975,000",Wednesday,No,No
10915,2019-04-17 0:20,20,100205,200719,(일)보루네오 유로탑 가죽 침대 킹,가구,"689,000","3,839,000",Wednesday,No,No
10916,2019-04-17 0:20,20,100205,200702,(무)보루네오 유로탑 가죽 침대 킹,가구,"749,000","6,243,000",Wednesday,No,No
10917,2019-04-17 0:40,20,100205,200717,(일)보루네오 유로탑 가죽 침대 슈퍼싱글,가구,"589,000","3,286,000",Wednesday,No,No
10918,2019-04-17 0:40,20,100205,200700,(무)보루네오 유로탑 가죽 침대 슈퍼싱글,가구,"649,000","3,621,000",Wednesday,No,No
10919,2019-04-17 0:40,20,100205,200718,(일)보루네오 유로탑 가죽 침대 퀸,가구,"639,000","5,323,000",Wednesday,No,No
10920,2019-04-17 0:40,20,100205,200701,(무)보루네오 유로탑 가죽 침대 퀸,가구,"699,000","3,900,000",Wednesday,No,No
10921,2019-04-17 0:40,20,100205,200719,(일)보루네오 유로탑 가죽 침대 킹,가구,"689,000","7,638,000",Wednesday,No,No
10922,2019-04-17 0:40,20,100205,200702,(무)보루네오 유로탑 가죽 침대 킹,가구,"749,000","6,243,000",Wednesday,No,No
10923,2019-04-17 1:00,20,100293,200951,일시불[가이거] 무빙스타 다이아몬드 워치,잡화,"119,000","2,100,000",Wednesday,No,No
10924,2019-04-17 1:00,20,100293,200948,무이자[가이거] 무빙스타 다이아몬드 워치,잡화,"129,000","1,535,000",Wednesday,No,No
10925,2019-04-17 1:20,20,100293,200951,일시불[가이거] 무빙스타 다이아몬드 워치,잡화,"119,000","5,738,000",Wednesday,No,No
10926,2019-04-17 1:20,20,100293,200948,무이자[가이거] 무빙스타 다이아몬드 워치,잡화,"129,000","1,494,000",Wednesday,No,No
10927,2019-04-17 1:40,15,100293,200951,일시불[가이거] 무빙스타 다이아몬드 워치,잡화,"119,000","9,103,000",Wednesday,No,No
10928,2019-04-17 1:40,15,100293,200948,무이자[가이거] 무빙스타 다이아몬드 워치,잡화,"129,000","1,903,000",Wednesday,No,No
10929,2019-04-17 6:00,20,100718,202105,로베르타 디 까메리노 수피마 코튼 프리컷 브라팬티,속옷,"89,900","7,063,000",Wednesday,No,No
10930,2019-04-17 6:20,20,100718,202105,로베르타 디 까메리노 수피마 코튼 프리컷 브라팬티,속옷,"89,900","17,110,000",Wednesday,No,No
